,Weight (%),MCR,CCR,CCR (%),Stock Vol (%),W/CCR Ratio,Cumulative CCR (%)
HUM,0.0,0.11466660646106182,0.0,0.0,43.91462497005455,0.0,99.9999999999999
LRCX,0.0,0.15267129695672893,0.0,0.0,50.01834994774163,,99.9999999999999
EFX,0.0,0.19579453587121315,0.0,0.0,35.81743486351576,,99.9999999999999
DXCM,0.0,0.10486434339765764,0.0,0.0,45.12053633420252,0.0,99.9999999999999
DTE,0.0,0.11988725419198899,0.0,0.0,17.318284920272912,0.0,99.9999999999999
DOW,0.0,0.21547625159245387,0.0,0.0,50.09294152351978,,99.9999999999999
MLM,0.0,0.11652033602125414,0.0,0.0,23.672089194135076,0.0,99.9999999999999
F,0.0,0.13238695185100519,0.0,0.0,33.143919595300254,0.0,99.9999999999999
FDX,0.0,0.12383402805696202,0.0,0.0,32.81572509166368,0.0,99.9999999999999
FCX,0.0,0.18296203218396567,0.0,0.0,49.902603017603084,0.0,99.9999999999999
LIN,0.0,0.13401278790515833,0.0,0.0,18.949546603712367,,99.9999999999999
LHX,0.0,0.10599217417394453,0.0,0.0,22.754251862446576,0.0,99.9999999999999
EXPE,0.0,0.19153825451034961,0.0,0.0,46.420051321206756,,99.9999999999999
EXPD,0.0,0.11538141433555914,0.0,0.0,28.843528073618486,0.0,99.9999999999999
ES,0.0,0.15672205608881612,0.0,0.0,27.6816582170368,,99.9999999999999
KHC,0.0,0.11864016243732779,0.0,0.0,25.505024317652712,,99.9999999999999
KMI,0.0,0.11618248593447829,0.0,0.0,25.467397836725358,0.0,99.9999999999999
ISRG,0.0,0.1450724172480429,0.0,0.0,35.06514565290243,,99.9999999999999
PEG,0.0,0.11205806317532319,0.0,0.0,21.322908800513314,0.0,99.9999999999999
DAL,0.0,0.1938131211623132,0.0,0.0,49.07367938335672,0.0,99.9999999999999
CTSH,0.0,0.12941883193337606,0.0,0.0,26.383541673148443,,99.9999999999999
CVS,0.0,0.10744990468370694,0.0,0.0,30.334202703990886,,99.9999999999999
CSGP,0.0,0.15075130788081334,0.0,0.0,33.94947117145438,0.0,99.9999999999999
CSCO,0.0,0.10423029361957568,0.0,0.0,23.75794492585964,0.0,99.9999999999999
CPAY,0.0,0.19845209163560767,0.0,0.0,37.13553062931044,,99.9999999999999
CPRT,0.0,0.10353359657280116,0.0,0.0,24.86405224824727,0.0,99.9999999999999
PCAR,0.0,0.12120950716779347,0.0,0.0,28.84653465511868,0.0,99.9999999999999
PAYX,0.0,0.15786386328448548,0.0,0.0,24.47752226182694,,99.9999999999999
COST,0.0,0.10716717628187268,0.0,0.0,22.137474667050313,0.0,99.9999999999999
COF,0.0,0.14683670965385723,0.0,0.0,36.790937403693306,0.0,99.9999999999999
NUE,0.0,0.1408259268158496,0.0,0.0,36.63780093577213,0.0,99.9999999999999
MTB,0.0,0.10914608536533883,0.0,0.0,25.664012773885286,,99.9999999999999
NOW,0.0,0.11854751388128233,0.0,0.0,40.53137576463685,0.0,99.9999999999999
NSC,0.0,0.11365148156521847,0.0,0.0,22.789203544284646,0.0,99.9999999999999
MNST,0.0,0.11109274226688771,0.0,0.0,22.86595872944941,,99.9999999999999
EOG,0.0,0.11389922503824039,0.0,0.0,29.165749641817477,,99.9999999999999
EL,0.0,0.21061259720341546,0.0,0.0,49.260794159348805,0.0,99.9999999999999
NEE,0.0,0.13668040314895966,0.0,0.0,27.640919334346016,0.0,99.9999999999999
MRK,0.0,0.12707565782089983,0.0,0.0,30.489417501118915,,99.9999999999999
LYB,0.0,0.1990308899448571,0.0,0.0,43.4061770224949,0.0,99.9999999999999
LLY,0.0,0.11617005388492925,0.0,0.0,40.566022130442335,0.0,99.9999999999999
LOW,0.0,0.1184689320353647,0.0,0.0,24.648824292249223,0.0,99.9999999999999
MCO,0.0,0.17472493847901124,0.0,0.0,26.909173919943736,0.0,99.9999999999999
MCHP,0.0,0.22450925563366445,0.0,0.0,59.06263706627964,,99.9999999999999
PTC,0.0,0.12207662071430907,0.0,0.0,33.28751274842031,0.0,99.9999999999999
PH,0.0,0.1467284984646317,0.0,0.0,31.67614535228577,0.0,99.9999999999999
CMCSA,0.0,0.11884906063410637,0.0,0.0,27.783903339714154,0.0,99.9999999999999
CDNS,0.0,0.1276227988337346,0.0,0.0,38.94796763246721,0.0,99.9999999999999
PSX,0.0,0.13626679170180378,0.0,0.0,36.862075367563044,0.0,99.9999999999999
PPL,0.0,0.11806066857019423,0.0,0.0,18.20864985461177,0.0,99.9999999999999
BR,0.0,0.12740962645363627,0.0,0.0,21.267344532948528,0.0,99.9999999999999
BLK,0.0,0.15968088139251124,0.0,0.0,27.750500730419798,0.0,99.9999999999999
BKNG,0.0,0.11950594891529294,0.0,0.0,28.208528640688257,,99.9999999999999
BDX,0.0,0.13372748059766482,0.0,0.0,31.912289013780054,0.0,99.9999999999999
BAX,0.0,0.18535864303940866,0.0,0.0,45.40180440169578,,99.9999999999999
SCHW,0.0,0.1219259278027339,0.0,0.0,24.92188549572602,,99.9999999999999
ROST,0.0,0.10331570073671355,0.0,0.0,25.667881491402877,,99.9999999999999
SBUX,0.0,0.1452751872221493,0.0,0.0,34.572628960850615,0.0,99.9999999999999
ROP,0.0,0.12450208061544425,0.0,0.0,21.050270779175243,0.0,99.9999999999999
RF,0.0,0.12344719230839019,0.0,0.0,28.838161093348074,,99.9999999999999
PLD,0.0,0.14805499285944668,0.0,0.0,27.78396889835158,0.0,99.9999999999999
PPG,0.0,0.15753270167889744,0.0,0.0,29.206028785263605,0.0,99.9999999999999
T,0.0,0.11017011281497813,0.0,0.0,22.338893224066727,0.0,99.9999999999999
STLD,0.0,0.1300718675951988,0.0,0.0,35.81573462125943,,99.9999999999999
SPG,0.0,0.1447780360393675,0.0,0.0,25.61720960646385,0.0,99.9999999999999
BSX,0.0,0.12391469970755306,0.0,0.0,24.16114172756068,0.0,99.9999999999999
AMT,0.0,0.11327447135772468,0.0,0.0,24.580153605681836,,99.9999999999999
AME,0.0,0.10430667751879816,0.0,0.0,22.655766873661243,0.0,99.9999999999999
AMD,0.0,0.180012891277695,0.0,0.0,58.59242598227908,,99.9999999999999
TEL,0.0,0.12838294936608305,0.0,0.0,30.593742974289334,,99.9999999999999
STE,0.0,0.11887179756094873,0.0,0.0,22.903828710921495,0.0,99.9999999999999
AVB,0.0,0.142436315958038,0.0,0.0,22.214984034533774,0.0,99.9999999999999
APH,0.0,0.104060706201232,0.0,0.0,37.200195284322746,,99.9999999999999
APD,0.0,0.15608393971022236,0.0,0.0,27.529550660662487,,99.9999999999999
TYL,0.0,0.11641878587815593,0.0,0.0,27.297649443175214,,99.9999999999999
TT,0.0,0.1139988207659101,0.0,0.0,28.558741919700736,0.0,99.9999999999999
TSLA,0.0,0.21212957238123165,0.0,0.0,61.824935408993994,,99.9999999999999
UNP,0.0,0.11171070993385504,0.0,0.0,22.50451852781293,0.0,99.9999999999999
V,0.0,0.1446285643981169,0.0,0.0,23.022486980112426,,99.9999999999999
XYL,0.0,0.11323846247402355,0.0,0.0,24.006335920247434,0.0,99.9999999999999
ZBH,0.0,0.10978361174588452,0.0,0.0,32.04118139957772,,99.9999999999999
ZTS,0.0,0.1380612096827408,0.0,0.0,29.651083026964166,,99.9999999999999
